datetime,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,DHI,DNI,Temperature,Dew Point,Wind Speed,Wind Direction,Relative Humidity,Pressure,Surface solar radiation downwards
2018-01-14 13:00:00,820.6499,638.0347,527.0677,110.967,903.5808,340.3891,272.0259,119.0053,13.303980000000024,7.502040000000022,2.7213529337590905,335.50039732694006,67.89333556492396,1022.475,1182720.0
2018-01-14 14:00:00,722.5783,550.0316,444.2646,105.767,864.2513,453.2035,193.0776,506.9998,14.387400000000014,7.418300000000045,2.98629949029045,324.60365931233486,62.92041064065047,1021.6956,1338240.0
2018-01-14 15:00:00,557.0625,403.6817,310.2518,93.4299,780.2288,303.1167,183.2705,295.2732,14.752949999999998,6.989100000000008,2.868934082283697,315.95914848110584,59.67319102469983,1021.38375,1279296.0
2018-01-14 16:00:00,335.3806,215.5044,146.1066,69.3978,596.2587,173.6869,96.6172,290.8979,14.824150000000031,6.081000000000017,2.3733217336903016,302.3993744510219,55.800118623846686,1021.18125,941952.0
2018-01-14 17:00:00,80.7024,37.5703,16.952,20.6183,164.4999,27.6974,24.7761,28.3484,14.012050000000045,6.326380000000029,1.7798707379967933,284.9867249525479,59.81190703796023,1020.9825,397056.0
2018-01-14 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.111469999999995,6.752949999999999,1.81689045409178,284.7137316013989,65.31202474420617,1021.1875,87936.0
2018-01-14 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.653099999999997,6.844629999999995,1.8900830477105075,293.7410949924358,67.72559265156005,1021.7969,0.0
2018-01-14 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.468260000000043,7.328940000000045,1.7549957556057016,292.4183409135579,75.69310854162921,1022.13375,0.0
2018-01-14 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.298500000000049,7.10214000000002,1.355932461895104,282.7244169537968,80.55354358222674,1022.5306,0.0
2018-01-14 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.104100000000017,6.989680000000021,1.4187602580652448,309.78931960592627,80.98028527747522,1022.2625,0.0
2018-01-14 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.055000000000009,6.8819200000000365,1.5942772023607965,304.25312196400864,80.64817280703743,1022.3494,0.0
2018-01-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.239599999999996,7.127530000000036,1.955698014702232,318.7389676096842,81.01195378596515,1022.13625,0.0
2018-01-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.983360000000005,6.984100000000012,1.7149053991721557,330.6197248855105,81.60606796335308,1021.4375,0.0
2018-01-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00857000000002,6.980600000000038,1.3322081917131008,320.6346373609477,81.44888825032682,1020.6031,0.0
2018-01-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.778340000000014,7.332730000000026,1.1454741303972775,328.00173630746906,84.73454538869893,1020.0806,0.0
2018-01-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.543800000000031,7.257260000000031,1.1902575737726724,344.23903795880506,85.63589694023223,1020.13125,0.0
2018-01-15 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31597000000005,6.653279999999995,1.988868548276703,11.506229759696424,83.42831214408194,1019.76375,0.0
